Aveprice,Floor,Garden,Layout,Price,Region,Size,Year
66573元/㎡,16,彩虹城(三区),2 室 1 厅 1 卫,615 万,丰台石榴庄光彩路66号,92,2004
59161元/㎡,17,四方景园(三区),2 室 1 厅 1 卫,548 万,丰台成寿寺方庄南路,92,2004
58524元/㎡,12,动街区小区,2 室 1 厅 1 卫,550 万,海淀西三旗建材城西路27号,94,2014
55606元/㎡,15,通泰国际公馆,2 室 2 厅 1 卫,490 万,大兴亦庄东区科创十三街29号,88,2015
38429元/㎡,10,三槐家园,2 室 2 厅 1 卫,315 万,大兴旧宫 三槐南路,82,2011
24709元/㎡,6,罗府家园,2 室 1 厅 1 卫,210 万,房山良乡房山区良乡拱辰南大街85号,85,2005
20296元/㎡,6,季庄小区,3 室 2 厅 1 卫,198 万,密云密云城区公园街,97,2006
67935元/㎡,31,保利茉莉公馆,3 室 2 厅 1 卫,618 万,大兴高米店兴华大街二段19号,91,2013
26248元/㎡,6,果园新里中区,3 室 2 厅 1 卫,231 万,密云密云周边西滨河路,88,2004
86561元/㎡,7,西山壹号院(北区),4 室 2 厅 4 卫,3800 万,"海淀西北旺软件园南街,近永丰路",439,2013
34895元/㎡,10,原香小镇(一区),2 室 1 厅 1 卫,310 万,房山长阳广阳中路1号,88,2011
98374元/㎡,26,上京新航线,2 室 2 厅 2 卫,980 万,朝阳望京望京北路,99,2008
49704元/㎡,6,万方家园(朝阳),2 室 1 厅 1 卫,419 万,朝阳管庄朝阳路,84,2006
63632元/㎡,20,万年花城玫瑰碗(万年花城三期),2 室 2 厅 1 卫,608 万,丰台玉泉营芳菲路88号,95,2008
24720元/㎡,6,学府花园,2 室 2 厅 1 卫,220 万,密云密云城区兴云路26号,89,2006
23104元/㎡,19,中国铁建原香漫谷二区,3 室 1 厅 1 卫,208 万,房山房山城关德润街4号,90,2015
88542元/㎡,17,润枫水尚(西区),2 室 1 厅 1 卫,850 万,朝阳朝青板块青年路西里5号,96,2006
178423元/㎡,21,中信锦园(中信城一期),2 室 2 厅 1 卫,1710 万,西城陶然亭菜市口大街6号,95,2008
61207元/㎡,6,高家园社区(四区),2 室 1 厅 1 卫,340 万,"朝阳酒仙桥将台路,近机场高速",55,1983
178423元/㎡,18,中信锦园(中信城一期),2 室 1 厅 1 卫,1710 万,西城陶然亭菜市口大街6号,95,2009
47992元/㎡,6,天通东苑一区,2 室 1 厅 1 卫,430 万,昌平天通苑太平庄东路,89,2001
60410元/㎡,6,嘉园二里,2 室 1 厅 1 卫,345 万,丰台角门角门北路,57,1995
85598元/㎡,24,今日家园,2 室 1 厅 1 卫,838 万,海淀五棵松西翠路5号,97,2001
28130元/㎡,11,珠江逸景家园(南区),2 室 2 厅 1 卫,278 万,通州马驹桥景盛北一街16号,98,2009
22640元/㎡,6,恒安小区,3 室 1 厅 1 卫,200 万,延庆延庆城区广兴街,88,2000
43324元/㎡,28,金隅万科城,2 室 2 厅 1 卫,390 万,昌平昌平县城南环路10号,90,2008
32220元/㎡,6,北亚花园,2 室 1 厅 2 卫,295 万,昌平北七家东北路,91,2003
37109元/㎡,5,翠竹园小区,2 室 1 厅 1 卫,308 万,怀柔怀柔城区迎宾北路,83,2000
21591元/㎡,15,育新花园中里,2 室 2 厅 1 卫,190 万,大兴大兴周边育林街,88,2013
35453元/㎡,5,石油大学松园宿舍,3 室 1 厅 1 卫,305 万,昌平昌平县城松园路,86,1998
62459元/㎡,9,丰益花园(西区),2 室 1 厅 1 卫,560 万,丰台丰益桥丰管路3号,89,2001
40696元/㎡,18,中国铁建国际花园(3号院),3 室 2 厅 1 卫,365 万,房山长阳长兴东街3号,89,2014
34832元/㎡,5,顶秀美泉小镇B区,2 室 2 厅 1 卫,310 万,怀柔雁栖京加线,89,2009
34671元/㎡,8,首座御园(一期),2 室 1 厅 1 卫,318 万,大兴黄村广和大街7号,91,2012
86694元/㎡,6,安宁庄东路6号院,2 室 1 厅 1 卫,430 万,海淀清河安宁庄东路6号,49,2000
22955元/㎡,19,新华联慧谷,2 室 2 厅 1 卫,202 万,平谷马坊小屯新路2号,88,2014
76383元/㎡,9,旭东嘉园上海沙龙,1 室 0 厅 1 卫,359 万,大兴亦庄天宝西路,47,2006
77387元/㎡,6,永泰西里(南区),2 室 1 厅 1 卫,450 万,海淀清河永泰庄路,58,1992
44013元/㎡,18,长阳半岛2号院,2 室 2 厅 1 卫,380 万,房山长阳祥云街2号,86,2012
105858元/㎡,28,首城国际,2 室 2 厅 1 卫,938 万,朝阳双井广渠路36号,88,2010
38448元/㎡,6,长景新园,1 室 1 厅 1 卫,210 万,房山长阳稻田一路1号,54,2014
45692元/㎡,18,路劲世界城,2 室 1 厅 1 卫,395 万,昌平南邵镇昌金路,86,2015
42376元/㎡,14,中国水电北郡嘉源,1 室 1 厅 1 卫,259 万,昌平南邵镇南丰路,61,2014
22668元/㎡,15,育新花园南里,2 室 2 厅 1 卫,198 万,大兴大兴周边育仁街1号,87,2012
78830元/㎡,6,花家地西里三区,2 室 1 厅 1 卫,439 万,朝阳花家地花家地西里306号,55,1993
23321元/㎡,18,首城汇景湾(北区),2 室 2 厅 1 卫,200 万,平谷马坊梨羊路5号,85,2014
23191元/㎡,6,康安小区,3 室 2 厅 1 卫,205 万,延庆延庆城区延康路,88,2002
50984元/㎡,6,永乐(东区),2 室 1 厅 1 卫,280 万,石景山鲁谷鲁谷大街,54,1979
43628元/㎡,16,长阳半岛4号院,2 室 1 厅 1 卫,369 万,房山长阳祥云街4号,84,2012
53259元/㎡,11,优点社区,1 室 1 厅 1 卫,349 万,朝阳常营幺家店路,65,2006
24773元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,218 万,大兴大兴周边采育镇30号,88,2013
17363元/㎡,6,杏花西里,2 室 1 厅 1 卫,148 万,房山燕山迎风街,85,2003
71907元/㎡,6,田村半壁店90号院,2 室 1 厅 1 卫,430 万,海淀田村田村路,59,1989
40090元/㎡,6,龙锦苑东一区,2 室 1 厅 1 卫,395 万,昌平回龙观露营西路,98,2005
27227元/㎡,6,碧波园,2 室 1 厅 1 卫,229 万,房山长阳房山区长阳路,84,2013
18601元/㎡,6,房山永安西里,2 室 1 厅 1 卫,155 万,房山房山城关城关南路,83,1988
23807元/㎡,6,密西花园,2 室 2 厅 1 卫,200 万,密云密云城区新北路26号,84,2003
80093元/㎡,6,沁春家园,3 室 1 厅 1 卫,655 万,"海淀西三旗建材城西路,近悦秀路",81,2002
22444元/㎡,6,北京城建琨廷(南区),2 室 2 厅 1 卫,203 万,房山窦店于庄路1号,90,2015
36433元/㎡,6,珠光逸景(一号院),3 室 2 厅 1 卫,339 万,丰台长辛店太柏西路1号,93,2012
119480元/㎡,8,枫润家园,2 室 1 厅 1 卫,1120 万,海淀上地上地南路10号,93,2004
66356元/㎡,11,首开万科城市之光,3 室 2 厅 1 卫,598 万,通州次渠东石东五路2号,90,2016
75592元/㎡,6,永泰西里(南区),3 室 1 厅 1 卫,690 万,海淀清河永泰庄路,91,1999
38029元/㎡,6,瑞海家园(三区),2 室 1 厅 1 卫,365 万,大兴西红门宏康路,96,2004
35952元/㎡,6,青春苑(西区),3 室 2 厅 1 卫,335 万,怀柔怀柔城区西园小街,93,2003
36133元/㎡,8,首座御园(一期),2 室 1 厅 1 卫,333 万,大兴黄村广和大街7号,92,2013
22472元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,200 万,大兴大兴周边育新街32号,89,2012
34326元/㎡,22,大方居,2 室 1 厅 1 卫,299.9 万,通州九棵树半壁店大街25号,87,2010
64646元/㎡,24,世纪宝鼎公寓,2 室 1 厅 1 卫,550 万,朝阳亚运村小营鼎成路9号,85,2000
23716元/㎡,18,行宫御东园,2 室 2 厅 1 卫,210 万,密云密云城区行宫街48号,88,2012
32876元/㎡,28,金隅通和园,2 室 1 厅 1 卫,273 万,通州土桥东六环西侧路,83,2012
16773元/㎡,6,密云水库管理处宿舍,2 室 1 厅 1 卫,95 万,密云溪翁庄密关路,56,2006
66120元/㎡,20,万年花城玫瑰碗(万年花城三期),2 室 2 厅 1 卫,628 万,丰台玉泉营芳菲路88号,95,2008
94175元/㎡,24,CBD总部公寓二期,2 室 1 厅 1 卫,839 万,朝阳双井光华北一街,89,2004
44653元/㎡,26,丽景长安(一期),2 室 1 厅 1 卫,410 万,门头沟永定石龙南路3号,91,2013
77292元/㎡,18,知本时代,2 室 2 厅 1 卫,645 万,海淀西三旗建材城西路,83,2006
49073元/㎡,6,六场宿舍,2 室 1 厅 1 卫,275 万,石景山鲁谷鲁谷路,56,1988
23059元/㎡,22,中国铁建原香漫谷三区,2 室 1 厅 1 卫,196 万,房山房山城关德润街5号,85,2014
31148元/㎡,15,瑞雪春堂,2 室 1 厅 1 卫,285 万,房山良乡良官公路,91,2012
16380元/㎡,6,杏花西里,2 室 1 厅 1 卫,97 万,房山燕山迎风街,59,1988
22675元/㎡,15,北京城建琨廷(北区),2 室 2 厅 1 卫,195 万,房山窦店于瓦北路17号,86,2014
37166元/㎡,15,瀛海家园和园,2 室 2 厅 1 卫,310 万,大兴瀛海镇瀛坤路2号,83,2013
23033元/㎡,6,南沿里,2 室 1 厅 1 卫,115 万,房山房山城关万窑路,49,1992
103764元/㎡,15,慧谷阳光,2 室 2 厅 2 卫,1020 万,朝阳望京阜安西路,98,2006
149670元/㎡,30,冠城大通澜石,2 室 1 厅 2 卫,1450 万,朝阳太阳宫太阳宫南街25号,96,2013
103850元/㎡,28,首城国际,2 室 2 厅 1 卫,928 万,朝阳双井广渠路36号,89,2010
45498元/㎡,9,玉璟园,2 室 2 厅 1 卫,432 万,大兴瀛海镇黄亦路,95,2005
24337元/㎡,9,北京城建琨廷(北区),3 室 2 厅 1 卫,230 万,房山窦店于瓦北路17号,94,2014
21740元/㎡,17,育新花园北里,3 室 2 厅 1 卫,200 万,大兴大兴周边育林街,92,2014
29214元/㎡,9,金科帕提欧,4 室 2 厅 2 卫,520 万,昌平小汤山北沙顺路91号,178,2008
57067元/㎡,8,金隅花石匠二期东区,3 室 1 厅 1 卫,510 万,通州土桥土桥中街,89,2013
23922元/㎡,11,中加荣园(北区),2 室 2 厅 1 卫,193 万,密云密云城区果园南街9号,80,2014
28336元/㎡,6,长龙苑,2 室 2 厅 1 卫,240 万,房山长阳大宁二路,84,2002
28658元/㎡,11,佳和宜园,3 室 1 厅 1 卫,265 万,顺义马坡花园中路,92,2008
54023元/㎡,18,园博嘉园(东区),2 室 2 厅 1 卫,470 万,丰台长辛店万兴路2号,87,2014
18261元/㎡,6,田家园小区,2 室 2 厅 1 卫,168 万,房山窦店大窦路,92,2007
26372元/㎡,6,东菜园小区,3 室 2 厅 1 卫,235 万,密云密云城区鼓楼东大街,89,2005
41672元/㎡,18,艺苑桐城,2 室 2 厅 1 卫,380 万,大兴黄村永华路6号,91,2010
28600元/㎡,6,沿湖南区,2 室 2 厅 1 卫,260 万,密云密云城区新中街19号,90,2000
45756元/㎡,21,东亚逸品阁,2 室 1 厅 1 卫,408 万,通州潞苑潞苑南大街25号,89,2015
53812元/㎡,9,远洋一方溪语苑,2 室 1 厅 1 卫,480 万,朝阳双桥双桥东路,89,2012
35755元/㎡,20,西悦欣居,2 室 1 厅 1 卫,315 万,房山长阳长阳路,88,2012
27662元/㎡,15,联港嘉园C区,2 室 2 厅 1 卫,238 万,大兴生物医药基地文新南街,86,2014
90759元/㎡,24,力鸿花园,2 室 2 厅 1 卫,820 万,朝阳左家庄左家庄中街6号,90,2000
22025元/㎡,7,檀州家园(西区),2 室 2 厅 1 卫,220 万,密云密云城区京密路,99,2006
66553元/㎡,14,芳古园一区,2 室 1 厅 1 卫,388 万,丰台方庄方庄蒲芳路9号,58,1992
30090元/㎡,15,加州水郡西区,2 室 1 厅 1 卫,269 万,房山长阳昊天北大街48号,89,2011
32090元/㎡,6,葡东小区,2 室 1 厅 1 卫,270 万,门头沟大峪滨河路,84,1997
40437元/㎡,10,珠江拉维小镇,2 室 1 厅 1 卫,385 万,通州潞苑潞苑东路40号,95,2011
17335元/㎡,6,田家园小区,2 室 2 厅 1 卫,148 万,房山窦店大窦路,85,2008
91342元/㎡,11,珠江罗马嘉园(东区),2 室 1 厅 1 卫,749 万,朝阳朝青板块朝阳北路107号,82,2005
23104元/㎡,19,中国铁建原香漫谷二区,3 室 2 厅 1 卫,208 万,房山房山城关德润街4号,90,2015
38467元/㎡,22,金隅通和园,2 室 1 厅 1 卫,319 万,通州土桥东六环西侧路,82,2012
62298元/㎡,6,碧桐园,2 室 1 厅 1 卫,250 万,海淀四季青田村路,40,2015
33573元/㎡,6,昊天伟业嘉园西里,1 室 1 厅 1 卫,178 万,"房山良乡良乡东路,近竹园街",53,2004
35404元/㎡,9,格兰山水(二期北区),2 室 2 厅 1 卫,330 万,延庆延庆城区庆园街82号,93,2013
32361元/㎡,15,梦想家园(西区),2 室 2 厅 1 卫,285 万,怀柔怀柔城区安平路29号,88,2015
29809元/㎡,13,佳世苑北区,2 室 2 厅 1 卫,298 万,房山良乡规划十路,100,2010
28597元/㎡,6,宾阳里小区,2 室 1 厅 1 卫,165 万,密云密云城区新东路,57,2006
20431元/㎡,6,福星家园(A区),2 室 1 厅 1 卫,165 万,房山房山城关房山北大街,80,2000
42602元/㎡,18,南海家园六里,2 室 2 厅 1 卫,372 万,大兴亦庄泰河一街,87,2012
21023元/㎡,18,育新花园中里,2 室 2 厅 1 卫,185 万,大兴大兴周边育林街,88,2012
79966元/㎡,6,永泰西里(南区),2 室 1 厅 1 卫,465 万,海淀清河永泰庄路,58,1998
111862元/㎡,11,远大园一区,4 室 2 厅 3 卫,2170 万,海淀世纪城远大路,194,2005
104204元/㎡,21,富力城(B区),2 室 1 厅 1 卫,890 万,朝阳双井天力街1号,85,2005
22314元/㎡,17,中国铁建原香漫谷二区,3 室 1 厅 1 卫,200 万,房山房山城关德润街4号,89,2015
91474元/㎡,6,竹园小区,2 室 1 厅 1 卫,530 万,海淀马连洼马连洼北路,57,1994
76190元/㎡,18,后现代城(C区),2 室 1 厅 1 卫,695 万,朝阳大望路百子湾南一路16号,91,2007
30000元/㎡,8,龙湖长城源著(一期),1 室 1 厅 1 卫,120 万,密云密云周边司马台村1号,40,2006
56554元/㎡,15,世嘉博苑,2 室 1 厅 1 卫,510 万,大兴西红门宏福西路,90,2009
21023元/㎡,15,育新花园南里,2 室 2 厅 1 卫,185 万,大兴大兴周边育仁街1号,88,2014
46644元/㎡,6,三间房西里小区,2 室 1 厅 1 卫,287 万,朝阳定福庄朝阳路,61,1996
28334元/㎡,12,碧桂园(三期),3 室 2 厅 1 卫,340 万,房山长阳昊天北大街,120,2005
79106元/㎡,6,首开常青藤(B区),3 室 1 厅 1 卫,725 万,朝阳东坝东坝中街11号,91,2014
23295元/㎡,11,育新花园西里,2 室 2 厅 1 卫,198 万,大兴大兴周边育林街3号,85,2012
79897元/㎡,22,永铁苑小区,2 室 2 厅 1 卫,680 万,东城永定门永定门外大街,85,2000
33422元/㎡,21,住总兴康家园,2 室 2 厅 1 卫,289 万,大兴枣园康庄路52号,86,2010
24660元/㎡,6,一品嘉园(东区),2 室 1 厅 1 卫,217 万,大兴磁各庄魏北路28号,88,2014
44947元/㎡,20,长阳半岛云湾家园3号院,2 室 2 厅 1 卫,390 万,房山长阳怡和路3号,86,2014
85511元/㎡,24,今日家园,2 室 1 厅 1 卫,838 万,海淀五棵松西翠路5号,98,2000
71537元/㎡,14,清景园,2 室 1 厅 1 卫,710 万,海淀清河永泰庄西路,99,2007
21765元/㎡,18,育新花园北里,2 室 2 厅 1 卫,185 万,大兴大兴周边育林街,85,2014
23608元/㎡,5,杏花西里,2 室 1 厅 1 卫,131 万,房山燕山迎风街,55,2005
28054元/㎡,8,首开缇香郡,3 室 2 厅 1 卫,249 万,通州台湖镇通房路,88,2017
35195元/㎡,8,长阳光合作用,2 室 2 厅 2 卫,290 万,房山长阳长韩路,82,2008
95064元/㎡,24,乐城,2 室 1 厅 1 卫,830 万,西城广安门外红莲南路6号,87,2002
38156元/㎡,6,阿尔法B区,2 室 1 厅 1 卫,336 万,通州九棵树月异西路,88,2010
24432元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,215 万,大兴大兴周边育新街32号,88,2011
66383元/㎡,6,五机床宿舍楼,2 室 1 厅 1 卫,389 万,海淀西三旗建材城东路10号,58,1999
31661元/㎡,6,龙祥小区,2 室 2 厅 1 卫,270 万,怀柔庙城南大街31号,85,2000
46377元/㎡,18,龙湖时代天街(东区),3 室 2 厅 1 卫,455 万,大兴生物医药基地永兴路5号,98,2014
47068元/㎡,21,梧桐苑知秋园,3 室 2 厅 1 卫,423 万,门头沟永定龙兴南二路10号,89,2013
28334元/㎡,15,嘉瑞通小区,2 室 1 厅 1 卫,238 万,房山良乡房山区良乡拱辰南大街93号,84,2005
29592元/㎡,18,保利花园(北区),3 室 2 厅 1 卫,266 万,密云密云城区阳光街385号,89,2011
24117元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,215 万,大兴大兴周边采育镇30号,89,2013
53266元/㎡,6,龙兴园中区,2 室 2 厅 1 卫,460 万,昌平回龙观西二旗北路168号,86,1998
41881元/㎡,6,水关新村,2 室 1 厅 1 卫,245 万,昌平昌平县城富康路,58,1992
24158元/㎡,6,一品嘉园(东区),2 室 1 厅 1 卫,215 万,大兴磁各庄魏北路28号,89,2010
39791元/㎡,6,绿丰家园,1 室 1 厅 1 卫,235 万,朝阳豆各庄绿丰家园东路,59,2006
37367元/㎡,6,三槐家园,2 室 2 厅 1 卫,315 万,大兴旧宫 三槐南路,84,2013
46435元/㎡,28,金隅万科城,2 室 1 厅 1 卫,405 万,昌平昌平县城南环路10号,87,2000
26137元/㎡,6,蓝天花园,2 室 2 厅 1 卫,230 万,大兴大兴周边福源路,88,2005
25654元/㎡,6,长龙苑,2 室 2 厅 1 卫,218 万,房山长阳大宁二路,85,1998
84896元/㎡,26,苹果社区(南区),2 室 1 厅 1 卫,815 万,朝阳双井百子湾路32号,96,2010
26237元/㎡,6,春曦园小区,2 室 2 厅 1 卫,262 万,平谷平谷城区平谷南街,99,2008
43364元/㎡,6,水关新村,2 室 1 厅 1 卫,247 万,昌平昌平县城富康路,57,1987
23999元/㎡,8,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,215 万,大兴大兴周边育镇街31号,89,2012
73788元/㎡,6,建材城西二里,2 室 1 厅 1 卫,420 万,海淀西三旗建材城西路,56,1998
25404元/㎡,20,密云华润橡树湾,2 室 2 厅 1 卫,230 万,密云密云城区碧澄环路6号,90,2006
100000元/㎡,15,亦庄金茂悦(南区),4 室 3 厅 3 卫,1280 万,大兴亦庄四海路18号,128,2017
49979元/㎡,18,北街家园(六区),2 室 1 厅 1 卫,349 万,昌平沙河北沙河西三路,69,2010
48416元/㎡,6,北京洋房,4 室 4 厅 4 卫,900 万,昌平北七家七星路216号,185,2007
47390元/㎡,9,长阳半岛2号院,3 室 2 厅 1 卫,443 万,房山长阳祥云街2号,93,2011
48238元/㎡,23,丽景长安(一期),2 室 1 厅 1 卫,420 万,门头沟永定石龙南路3号,87,2013
30012元/㎡,6,开利园小区,3 室 1 厅 1 卫,243 万,怀柔怀柔城区开放路,81,1995
111213元/㎡,10,中海枫涟山庄,3 室 3 厅 1 卫,1098 万,海淀西北旺永丰路,98,2008
45062元/㎡,17,北街家园(七区),4 室 1 厅 1 卫,365 万,昌平沙河高教园北二街,81,2010
22874元/㎡,8,恒盛波尔多小镇(北区),3 室 1 厅 1 卫,220 万,大兴大兴周边育镇街31号,96,2012
26469元/㎡,6,宾阳里小区,2 室 1 厅 1 卫,151 万,密云密云城区新东路,57,2004
69807元/㎡,13,农光里小区,3 室 1 厅 1 卫,670 万,朝阳劲松南磨房路,96,2000
27473元/㎡,10,新兴家园(西区),2 室 1 厅 1 卫,250 万,大兴磁各庄海鑫北路17号,91,2012
24936元/㎡,14,首城汇景湾(西区),2 室 2 厅 1 卫,221 万,平谷马坊金河街108号,88,2016
74843元/㎡,9,首开国风美唐朗观,4 室 2 厅 2 卫,1060 万,昌平回龙观科星西路90号,141,2016
27223元/㎡,6,保利花园(南区),2 室 1 厅 1 卫,245 万,密云密云周边阳光街390号,90,2006
25811元/㎡,6,东菜园小区,3 室 2 厅 1 卫,230 万,密云密云城区鼓楼东大街,89,2006
24000元/㎡,20,中国铁建原香漫谷二区,2 室 1 厅 1 卫,228 万,房山房山城关德润街4号,95,2015
78951元/㎡,19,清缘东里,2 室 1 厅 1 卫,677 万,海淀清河龙岗路48号,85,2003
55500元/㎡,28,四方景园(二区),2 室 1 厅 1 卫,492 万,丰台成寿寺方庄南路,88,2004
64660元/㎡,16,万年花城玫瑰碗(万年花城三期),2 室 1 厅 1 卫,640 万,丰台玉泉营芳菲路88号,99,2006
26967元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,240 万,大兴大兴周边育新街32号,89,2010
46549元/㎡,29,保利嘉园1号院,2 室 1 厅 1 卫,410 万,朝阳常营常营中路1号,88,2010
26667元/㎡,6,鸿顺园东区,2 室 1 厅 1 卫,242 万,房山良乡房山区良乡长虹东路,90,2012
16424元/㎡,6,杏花西里,2 室 1 厅 1 卫,98 万,房山燕山迎风街,59,2005
21911元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,195 万,大兴大兴周边育新街32号,89,2011
42803元/㎡,15,晓月新城,2 室 1 厅 1 卫,248 万,丰台卢沟桥晓月中路,57,2008
37750元/㎡,16,兴海园,2 室 2 厅 1 卫,365 万,大兴瀛海镇黄亦路,96,2004
62511元/㎡,11,流星花园三区,1 室 1 厅 1 卫,370 万,昌平回龙观文化路23号,59,2006
55428元/㎡,6,富锦嘉园(二区),2 室 1 厅 1 卫,505 万,丰台科技园区丰葆路,91,2006
34448元/㎡,17,金域缇香,2 室 2 厅 1 卫,303 万,房山长阳长韩路10号,88,2012
27968元/㎡,16,加州水郡西区,2 室 1 厅 1 卫,242 万,房山长阳昊天北大街48号,86,2010
24977元/㎡,6,天泰新景家园,2 室 2 厅 1 卫,244 万,房山长阳京深路,97,2004
30433元/㎡,6,天骄俊园(房山),2 室 2 厅 1 卫,270 万,房山长阳长阳路,88,2008
23996元/㎡,6,檀城(东区),2 室 2 厅 1 卫,215 万,密云密云城区新中街,89,2007
45223元/㎡,5,珠江国际家园八区(珠江国际城八区),2 室 1 厅 1 卫,426 万,通州潞苑潞苑五街,94,2004
25716元/㎡,16,迎宾花园,2 室 1 厅 1 卫,240 万,平谷平谷城区迎宾路,93,2007
41466元/㎡,11,新贤家园,2 室 2 厅 1 卫,395 万,怀柔怀柔城区滨湖南街,95,2013
